  9809     SPring-8 14b2 
 Cu-K_Cu-foil_S  14.06.25 17:41 - 14.06.25 17:45
 Cu-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 26.09900 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4577
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       26.00000  21.10000    -0.001070       0.05      4577
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   134.300   117.200
  21.69860  21.69375     0.050      3282      7483
  21.69753  21.69274     0.050      3279      7479
  21.69646  21.69181     0.050      3276      7481
  21.69539  21.69088     0.050      3278      7480
  21.69432  21.68989     0.050      3275      7477
  21.69325  21.68878     0.050      3275      7481
  21.69218  21.68759     0.050      3275      7482
  21.69111  21.68641     0.050      3272      7480
  21.69004  21.68524     0.050      3267      7475
  21.68897  21.68414     0.050      3270      7477
  21.68790  21.68310     0.050      3270      7482
  21.68683  21.68214     0.050      3267      7473
  21.68576  21.68122     0.050      3265      7475
  21.68469  21.68026     0.050      3265      7479
  21.68362  21.67920     0.050      3265      7477
  21.68255  21.67802     0.050      3264      7475
  21.68148  21.67683     0.050      3264      7479
  21.68041  21.67565     0.050      3261      7473
  21.67934  21.67451     0.050      3257      7470
  21.67827  21.67344     0.050      3262      7471
  21.67720  21.67245     0.050      3257      7473
  21.67613  21.67153     0.050      3255      7467
  21.67506  21.67059     0.050      3256      7466
  21.67399  21.66957     0.050      3256      7477
  21.67292  21.66841     0.050      3255      7473
  21.67185  21.66722     0.050      3251      7470
  21.67078  21.66603     0.050      3253      7473
  21.66971  21.66486     0.050      3254      7476
  21.66864  21.66378     0.050      3244      7461
  21.66757  21.66276     0.050      3248      7470
  21.66650  21.66183     0.050      3249      7475
  21.66543  21.66090     0.050      3244      7456
  21.66436  21.65992     0.050      3244      7466
  21.66329  21.65881     0.050      3244      7470
  21.66222  21.65761     0.050      3240      7465
  21.66115  21.65643     0.050      3239      7457
  21.66008  21.65526     0.050      3243      7467
  21.65901  21.65416     0.050      3236      7456
  21.65794  21.65310     0.050      3236      7463
  21.65687  21.65215     0.050      3238      7463
  21.65580  21.65122     0.050      3233      7462
  21.65473  21.65026     0.050      3231      7454
  21.65366  21.64920     0.050      3231      7450
  21.65259  21.64801     0.050      3232      7463
  21.65152  21.64682     0.050      3234      7463
  21.65045  21.64564     0.050      3229      7453
  21.64938  21.64450     0.050      3226      7454
  21.64831  21.64343     0.050      3227      7460
  21.64724  21.64244     0.050      3224      7452
  21.64617  21.64151     0.050      3225      7459
  21.64510  21.64056     0.050      3222      7454
  21.64403  21.63954     0.050      3218      7445
  21.64296  21.63838     0.050      3221      7448
  21.64189  21.63718     0.050      3221      7456
  21.64082  21.63599     0.050      3217      7448
  21.63975  21.63484     0.050      3215      7443
  21.63868  21.63376     0.050      3218      7455
  21.63761  21.63274     0.050      3215      7448
  21.63654  21.63181     0.050      3215      7448
  21.63547  21.63088     0.050      3214      7451
  21.63440  21.62990     0.050      3213      7448
  21.63333  21.62879     0.050      3211      7447
  21.63226  21.62760     0.050      3207      7441
  21.63119  21.62641     0.050      3209      7447
  21.63012  21.62524     0.050      3207      7448
  21.62905  21.62413     0.050      3204      7440
  21.62798  21.62308     0.050      3205      7442
  21.62691  21.62212     0.050      3206      7448
  21.62584  21.62120     0.050      3202      7441
  21.62477  21.62024     0.050      3198      7438
  21.62370  21.61917     0.050      3203      7447
  21.62263  21.61799     0.050      3201      7441
  21.62156  21.61680     0.050      3198      7434
  21.62049  21.61561     0.050      3198      7440
  21.61942  21.61448     0.050      3196      7437
  21.61835  21.61341     0.050      3195      7441
  21.61728  21.61242     0.050      3196      7438
  21.61621  21.61149     0.050      3191      7436
  21.61514  21.61055     0.050      3191      7438
  21.61407  21.60952     0.050      3190      7443
  21.61300  21.60837     0.050      3190      7437
  21.61193  21.60717     0.050      3187      7436
  21.61086  21.60598     0.050      3184      7430
  21.60979  21.60483     0.050      3186      7431
  21.60872  21.60375     0.050      3184      7431
  21.60765  21.60274     0.050      3185      7431
  21.60658  21.60181     0.050      3183      7430
  21.60551  21.60087     0.050      3180      7426
  21.60444  21.59989     0.050      3180      7432
  21.60337  21.59878     0.050      3178      7432
  21.60230  21.59759     0.050      3180      7434
  21.60123  21.59640     0.050      3176      7425
  21.60016  21.59523     0.050      3175      7426
  21.59909  21.59412     0.050      3174      7427
  21.59802  21.59307     0.050      3173      7422
  21.59695  21.59211     0.050      3174      7428
  21.59588  21.59119     0.050      3169      7423
  21.59481  21.59023     0.050      3169      7431
  21.59374  21.58917     0.050      3168      7418
  21.59267  21.58798     0.050      3168      7423
  21.59160  21.58679     0.050      3166      7416
  21.59053  21.58560     0.050      3164      7420
  21.58946  21.58447     0.050      3162      7420
  21.58839  21.58340     0.050      3166      7425
  21.58732  21.58241     0.050      3162      7420
  21.58625  21.58149     0.050      3158      7409
  21.58518  21.58054     0.050      3159      7420
  21.58411  21.57952     0.050      3156      7414
  21.58304  21.57836     0.050      3155      7410
  21.58197  21.57717     0.050      3155      7414
  21.58090  21.57599     0.050      3154      7422
  21.57983  21.57483     0.050      3150      7411
  21.57876  21.57375     0.050      3152      7407
  21.57769  21.57274     0.050      3155      7412
  21.57662  21.57181     0.050      3144      7402
  21.57555  21.57088     0.050      3144      7406
  21.57448  21.56989     0.050      3146      7409
  21.57341  21.56878     0.050      3144      7403
  21.57234  21.56759     0.050      3141      7396
  21.57127  21.56640     0.050      3143      7402
  21.57020  21.56523     0.050      3145      7411
  21.56913  21.56412     0.050      3137      7397
  21.56806  21.56308     0.050      3138      7402
  21.56699  21.56212     0.050      3136      7408
  21.56592  21.56119     0.050      3135      7396
  21.56485  21.56023     0.050      3133      7396
  21.56378  21.55916     0.050      3135      7400
  21.56271  21.55798     0.050      3134      7400
  21.56164  21.55678     0.050      3130      7398
  21.56057  21.55560     0.050      3132      7400
  21.55950  21.55446     0.050      3128      7401
  21.55843  21.55339     0.050      3129      7393
  21.55736  21.55241     0.050      3128      7395
  21.55629  21.55149     0.050      3127      7401
  21.55522  21.55054     0.050      3123      7391
  21.55415  21.54953     0.050      3120      7389
  21.55308  21.54837     0.050      3122      7396
  21.55201  21.54718     0.050      3120      7395
  21.55094  21.54599     0.050      3118      7385
  21.54987  21.54484     0.050      3121      7401
  21.54880  21.54376     0.050      3117      7393
  21.54773  21.54274     0.050      3115      7384
  21.54666  21.54181     0.050      3114      7384
  21.54559  21.54088     0.050      3116      7392
  21.54452  21.53989     0.050      3113      7384
  21.54345  21.53878     0.050      3108      7381
  21.54238  21.53759     0.050      3111      7388
  21.54131  21.53640     0.050      3110      7385
  21.54024  21.53523     0.050      3108      7382
  21.53917  21.53413     0.050      3104      7375
  21.53810  21.53307     0.050      3105      7385
  21.53703  21.53211     0.050      3104      7377
  21.53596  21.53119     0.050      3101      7374
  21.53489  21.53022     0.050      3105      7379
  21.53382  21.52916     0.050      3101      7375
  21.53275  21.52798     0.050      3095      7366
  21.53168  21.52678     0.050      3101      7380
  21.53061  21.52559     0.050      3098      7373
  21.52954  21.52446     0.050      3092      7366
  21.52847  21.52339     0.050      3091      7364
  21.52740  21.52241     0.050      3090      7367
  21.52633  21.52149     0.050      3087      7355
  21.52526  21.52055     0.050      3087      7362
  21.52419  21.51954     0.050      3088      7366
  21.52312  21.51839     0.050      3088      7366
  21.52205  21.51719     0.050      3080      7355
  21.52098  21.51601     0.050      3083      7360
  21.51991  21.51485     0.050      3083      7364
  21.51884  21.51377     0.050      3075      7353
  21.51777  21.51275     0.050      3079      7354
  21.51670  21.51182     0.050      3079      7356
  21.51563  21.51089     0.050      3077      7353
  21.51456  21.50990     0.050      3073      7342
  21.51349  21.50880     0.050      3071      7353
  21.51242  21.50761     0.050      3069      7343
  21.51135  21.50642     0.050      3067      7340
  21.51028  21.50524     0.050      3063      7338
  21.50921  21.50413     0.050      3070      7350
  21.50814  21.50308     0.050      3065      7331
  21.50707  21.50212     0.050      3062      7331
  21.50600  21.50120     0.050      3061      7335
  21.50493  21.50023     0.050      3053      7320
  21.50386  21.49917     0.050      3047      7306
  21.50279  21.49799     0.050      3043      7297
  21.50172  21.49680     0.050      3025      7253
  21.50065  21.49561     0.050      2948      7077
  21.49958  21.49448     0.050      2848      6841
  21.49851  21.49342     0.050      2801      6724
  21.49744  21.49244     0.050      2815      6763
  21.49637  21.49152     0.050      2910      6987
  21.49530  21.49058     0.050      3022      7256
  21.49423  21.48957     0.050      3054      7345
  21.49316  21.48842     0.050      3058      7347
  21.49209  21.48722     0.050      3054      7345
  21.49102  21.48604     0.050      3052      7341
  21.48995  21.48489     0.050      3053      7345
  21.48888  21.48380     0.050      3050      7342
  21.48781  21.48278     0.050      3051      7342
  21.48674  21.48184     0.050      3049      7343
  21.48567  21.48090     0.050      3043      7339
  21.48460  21.47992     0.050      3048      7344
  21.48353  21.47882     0.050      3046      7338
  21.48246  21.47763     0.050      3040      7328
  21.48139  21.47644     0.050      3043      7332
  21.48032  21.47526     0.050      3042      7332
  21.47925  21.47415     0.050      3038      7324
  21.47818  21.47310     0.050      3036      7323
  21.47711  21.47213     0.050      3035      7325
  21.47604  21.47121     0.050      3035      7321
  21.47497  21.47025     0.050      3030      7317
  21.47390  21.46918     0.050      3027      7321
  21.47283  21.46800     0.050      3029      7323
  21.47176  21.46682     0.050      3025      7311
  21.47069  21.46564     0.050      3022      7311
  21.46962  21.46451     0.050      3022      7307
  21.46855  21.46344     0.050      3017      7301
  21.46748  21.46245     0.050      3019      7305
  21.46641  21.46154     0.050      3013      7291
  21.46534  21.46059     0.050      3011      7290
  21.46427  21.45958     0.050      3005      7276
  21.46320  21.45843     0.050      2999      7266
  21.46213  21.45723     0.050      2973      7204
  21.46106  21.45605     0.050      2851      6911
  21.45999  21.45489     0.050      2646      6415
  21.45892  21.45380     0.050      2553      6192
  21.45785  21.45278     0.050      2706      6561
  21.45678  21.45184     0.050      2916      7077
  21.45571  21.45091     0.050      3001      7283
  21.45464  21.44993     0.050      3007      7302
  21.45357  21.44882     0.050      3008      7307
  21.45250  21.44763     0.050      3008      7313
