  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  14.25396  14.28335     0.050     29057     20325      2110
  14.25363  14.28299     0.050     29076     20342      2113
  14.25330  14.28264     0.050     29081     20350      2111
  14.25297  14.28231     0.050     29063     20338      2114
  14.25264  14.28199     0.050     29070     20367      2115
  14.25231  14.28167     0.050     29091     20369      2114
  14.25198  14.28135     0.050     29069     20360      2114
  14.25165  14.28103     0.050     29045     20349      2113
  14.25132  14.28071     0.050     29084     20368      2116
  14.25099  14.28040     0.050     29047     20351      2115
  14.25066  14.28010     0.050     29056     20366      2116
  14.25033  14.27983     0.050     29070     20367      2121
  14.25000  14.27956     0.050     29055     20364      2117
  14.24967  14.27930     0.050     29058     20371      2116
  14.24934  14.27904     0.050     29072     20383      2120
  14.24901  14.27876     0.050     29039     20354      2115
  14.24868  14.27848     0.050     29077     20384      2121
  14.24835  14.27820     0.050     29055     20388      2120
  14.24802  14.27791     0.050     29049     20371      2120
  14.24769  14.27763     0.050     29048     20376      2120
  14.24736  14.27734     0.050     29031     20372      2120
  14.24703  14.27704     0.050     29013     20366      2120
  14.24670  14.27671     0.050     29053     20381      2121
  14.24637  14.27636     0.050     29006     20341      2120
  14.24604  14.27598     0.050     29027     20383      2121
  14.24571  14.27560     0.050     29043     20393      2121
  14.24538  14.27523     0.050     29021     20387      2121
  14.24505  14.27489     0.050     29015     20374      2121
  14.24472  14.27455     0.050     29005     20369      2123
  14.24439  14.27421     0.050     29020     20377      2123
  14.24406  14.27385     0.050     29002     20370      2123
  14.24373  14.27348     0.050     29023     20397      2126
  14.24340  14.27312     0.050     29022     20387      2124
  14.24307  14.27276     0.050     28999     20372      2123
  14.24274  14.27242     0.050     29017     20383      2125
  14.24241  14.27210     0.050     29002     20382      2125
  14.24208  14.27178     0.050     29022     20384      2129
  14.24175  14.27146     0.050     29011     20395      2127
  14.24142  14.27114     0.050     29013     20401      2128
  14.24109  14.27082     0.050     29015     20391      2128
  14.24076  14.27050     0.050     28991     20369      2127
  14.24043  14.27020     0.050     29001     20389      2129
  14.24010  14.26992     0.050     29023     20416      2132
  14.23977  14.26965     0.050     28978     20381      2128
  14.23944  14.26939     0.050     28964     20361      2125
  14.23911  14.26913     0.050     29001     20399      2131
  14.23878  14.26886     0.050     28994     20386      2129
  14.23845  14.26858     0.050     28985     20393      2130
  14.23812  14.26829     0.050     29003     20403      2129
  14.23779  14.26801     0.050     28979     20382      2133
  14.23746  14.26772     0.050     28985     20388      2133
  14.23713  14.26744     0.050     28997     20404      2134
  14.23680  14.26715     0.050     29000     20412      2132
  14.23647  14.26683     0.050     28994     20409      2133
  14.23614  14.26648     0.050     29001     20413      2135
  14.23581  14.26612     0.050     29013     20428      2133
  14.23548  14.26573     0.050     28989     20408      2136
  14.23515  14.26536     0.050     29004     20409      2133
  14.23482  14.26501     0.050     29004     20419      2136
  14.23449  14.26466     0.050     29006     20417      2136
  14.23416  14.26432     0.050     28960     20374      2133
  14.23383  14.26398     0.050     28982     20400      2134
  14.23350  14.26361     0.050     28990     20421      2138
  14.23317  14.26324     0.050     28957     20392      2132
  14.23284  14.26288     0.050     28939     20388      2135
  14.23251  14.26254     0.050     29007     20427      2139
  14.23218  14.26221     0.050     28975     20408      2135
  14.23185  14.26189     0.050     28930     20379      2135
  14.23152  14.26158     0.050     28976     20418      2139
  14.23119  14.26127     0.050     28983     20420      2138
  14.23086  14.26095     0.050     28972     20410      2136
  14.23053  14.26063     0.050     28962     20402      2139
  14.23020  14.26032     0.050     28926     20387      2139
  14.22987  14.26003     0.050     28846     20326      2130
  14.22954  14.25976     0.050     28852     20335      2130
  14.22921  14.25950     0.050     28867     20350      2134
  14.22888  14.25924     0.050     28880     20351      2135
  14.22855  14.25897     0.050     28857     20327      2130
  14.22822  14.25870     0.050     28881     20357      2133
  14.22789  14.25841     0.050     28874     20358      2136
  14.22756  14.25812     0.050     28891     20375      2135
  14.22723  14.25784     0.050     28906     20389      2140
  14.22690  14.25756     0.050     28958     20431      2142
  14.22657  14.25727     0.050     28928     20403      2141
  14.22624  14.25697     0.050     28923     20396      2140
  14.22591  14.25663     0.050     28963     20432      2144
  14.22558  14.25627     0.050     28951     20420      2143
  14.22525  14.25589     0.050     28925     20403      2139
  14.22492  14.25552     0.050     28951     20420      2140
  14.22459  14.25515     0.050     28930     20410      2144
  14.22426  14.25481     0.050     28914     20401      2143
  14.22393  14.25447     0.050     28897     20394      2139
  14.22360  14.25412     0.050     28934     20426      2146
  14.22327  14.25375     0.050     28917     20415      2143
  14.22294  14.25339     0.050     28912     20403      2144
  14.22261  14.25303     0.050     28918     20426      2144
  14.22228  14.25268     0.050     28904     20410      2145
  14.22195  14.25235     0.050     28879     20392      2144
  14.22162  14.25203     0.050     28899     20417      2146
  14.22129  14.25171     0.050     28923     20429      2148
  14.22096  14.25139     0.050     28893     20414      2147
  14.22063  14.25107     0.050     28904     20421      2146
  14.22030  14.25075     0.050     28923     20452      2150
  14.21997  14.25044     0.050     28894     20420      2147
  14.21964  14.25014     0.050     28897     20418      2147
  14.21931  14.24986     0.050     28925     20447      2151
  14.21898  14.24960     0.050     28909     20450      2146
  14.21865  14.24934     0.050     28884     20428      2149
  14.21832  14.24907     0.050     28884     20424      2147
  14.21799  14.24880     0.050     28920     20472      2153
  14.21766  14.24852     0.050     28873     20432      2147
  14.21733  14.24823     0.050     28904     20447      2149
  14.21700  14.24795     0.050     28917     20452      2153
  14.21667  14.24767     0.050     28902     20450      2152
  14.21634  14.24738     0.050     28875     20438      2148
  14.21601  14.24708     0.050     28869     20450      2155
  14.21568  14.24675     0.050     28893     20464      2151
  14.21535  14.24641     0.050     28872     20444      2151
  14.21502  14.24603     0.050     28876     20446      2151
  14.21469  14.24565     0.050     28897     20485      2156
  14.21436  14.24528     0.050     28852     20441      2152
  14.21403  14.24492     0.050     28809     20423      2151
  14.21370  14.24458     0.050     28788     20401      2150
  14.21337  14.24424     0.050     28763     20391      2149
  14.21304  14.24388     0.050     28737     20378      2144
  14.21271  14.24351     0.050     28782     20421      2152
  14.21238  14.24314     0.050     28782     20417      2150
  14.21205  14.24278     0.050     28763     20400      2151
  14.21172  14.24244     0.050     28795     20431      2152
  14.21139  14.24213     0.050     28796     20447      2154
  14.21106  14.24181     0.050     28843     20480      2159
  14.21073  14.24149     0.050     28825     20465      2156
  14.21040  14.24117     0.050     28838     20480      2155
  14.21007  14.24085     0.050     28871     20499      2163
  14.20974  14.24053     0.050     28862     20515      2163
  14.20941  14.24023     0.050     28847     20486      2162
  14.20908  14.23994     0.050     28833     20497      2162
  14.20875  14.23967     0.050     28839     20490      2160
  14.20842  14.23941     0.050     28863     20507      2164
  14.20809  14.23915     0.050     28875     20525      2165
  14.20776  14.23888     0.050     28829     20497      2162
  14.20743  14.23860     0.050     28840     20504      2164
  14.20710  14.23832     0.050     28847     20516      2166
  14.20677  14.23803     0.050     28843     20515      2165
  14.20644  14.23775     0.050     28820     20495      2162
  14.20611  14.23747     0.050     28850     20528      2166
  14.20578  14.23717     0.050     28848     20521      2168
  14.20545  14.23686     0.050     28824     20520      2167
  14.20512  14.23651     0.050     28782     20475      2164
  14.20479  14.23615     0.050     28842     20539      2169
  14.20446  14.23576     0.050     28812     20512      2169
  14.20413  14.23538     0.050     28826     20517      2170
  14.20380  14.23503     0.050     28818     20530      2167
  14.20347  14.23468     0.050     28829     20537      2173
  14.20314  14.23434     0.050     28809     20514      2167
  14.20281  14.23399     0.050     28799     20516      2168
  14.20248  14.23363     0.050     28830     20545      2173
  14.20215  14.23326     0.050     28809     20526      2170
  14.20182  14.23290     0.050     28769     20492      2166
  14.20149  14.23256     0.050     28815     20532      2172
  14.20116  14.23223     0.050     28787     20525      2170
  14.20083  14.23192     0.050     28788     20527      2169
  14.20050  14.23160     0.050     28806     20546      2172
  14.20017  14.23128     0.050     28801     20532      2169
  14.19984  14.23096     0.050     28790     20537      2172
  14.19951  14.23064     0.050     28805     20547      2175
  14.19918  14.23033     0.050     28796     20538      2177
  14.19885  14.23004     0.050     28789     20539      2174
  14.19852  14.22976     0.050     28784     20538      2173
  14.19819  14.22951     0.050     28794     20549      2174
  14.19786  14.22925     0.050     28793     20545      2177
  14.19753  14.22898     0.050     28778     20537      2173
  14.19720  14.22870     0.050     28798     20559      2179
  14.19687  14.22842     0.050     28792     20557      2179
  14.19654  14.22813     0.050     28763     20528      2174
  14.19621  14.22785     0.050     28770     20535      2177
  14.19588  14.22757     0.050     28789     20558      2178
  14.19555  14.22728     0.050     28765     20556      2176
  14.19522  14.22697     0.050     28785     20558      2179
  14.19489  14.22664     0.050     28801     20576      2182
  14.19456  14.22627     0.050     28758     20552      2177
  14.19423  14.22589     0.050     28707     20517      2177
  14.19390  14.22551     0.050     28749     20541      2179
  14.19357  14.22515     0.050     28780     20573      2181
  14.19324  14.22480     0.050     28722     20527      2178
  14.19291  14.22446     0.050     28754     20552      2181
  14.19258  14.22412     0.050     28732     20551      2181
  14.19225  14.22376     0.050     28722     20534      2179
  14.19192  14.22339     0.050     28713     20531      2180
  14.19159  14.22303     0.050     28700     20540      2179
  14.19126  14.22268     0.050     28704     20537      2180
  14.19093  14.22235     0.050     28631     20477      2175
  14.19060  14.22202     0.050     28627     20476      2175
  14.19027  14.22171     0.050     28659     20514      2177
  14.18994  14.22139     0.050     28639     20498      2176
  14.18961  14.22107     0.050     28656     20520      2179
  14.18928  14.22075     0.050     28682     20536      2183
  14.18895  14.22044     0.050     28701     20550      2183
  14.18862  14.22014     0.050     28689     20548      2181
  14.18829  14.21986     0.050     28744     20594      2190
  14.18796  14.21959     0.050     28731     20584      2184
  14.18763  14.21933     0.050     28723     20577      2185
  14.18730  14.21907     0.050     28743     20591      2190
  14.18697  14.21879     0.050     28720     20578      2188
  14.18664  14.21851     0.050     28710     20577      2188
  14.18631  14.21822     0.050     28727     20592      2189
  14.18598  14.21794     0.050     28722     20577      2192
  14.18565  14.21766     0.050     28723     20591      2192
  14.18532  14.21737     0.050     28693     20563      2188
  14.18499  14.21707     0.050     28720     20594      2190
  14.18466  14.21674     0.050     28726     20602      2190
  14.18433  14.21638     0.050     28695     20572      2189
  14.18400  14.21601     0.050     28721     20606      2192
  14.18367  14.21563     0.050     28739     20601      2194
  14.18334  14.21526     0.050     28719     20596      2194
  14.18301  14.21490     0.050     28710     20600      2195
  14.18268  14.21455     0.050     28718     20612      2194
  14.18235  14.21421     0.050     28701     20599      2194
  14.18202  14.21385     0.050     28686     20582      2192
  14.18169  14.21349     0.050     28696     20593      2192
  14.18136  14.21312     0.050     28700     20599      2194
  14.18103  14.21276     0.050     28689     20586      2195
  14.18070  14.21243     0.050     28698     20603      2194
  14.18037  14.21210     0.050     28712     20618      2196
  14.18004  14.21179     0.050     28695     20603      2197
  14.17971  14.21147     0.050     28690     20596      2193
  14.17938  14.21115     0.050     28688     20608      2197
  14.17905  14.21083     0.050     28703     20621      2196
  14.17872  14.21051     0.050     28668     20596      2196
  14.17839  14.21021     0.050     28681     20616      2196
  14.17806  14.20992     0.050     28701     20619      2198
  14.17773  14.20966     0.050     28686     20591      2199
  14.17740  14.20940     0.050     28670     20591      2200
  14.17707  14.20914     0.050     28689     20613      2203
  14.17674  14.20887     0.050     28680     20609      2198
  14.17641  14.20858     0.050     28646     20592      2196
  14.17608  14.20830     0.050     28649     20599      2199
  14.17575  14.20801     0.050     28643     20596      2196
  14.17542  14.20773     0.050     28675     20627      2202
  14.17509  14.20745     0.050     28645     20597      2198
  14.17476  14.20715     0.050     28609     20571      2196
  14.17443  14.20684     0.050     28571     20541      2195
  14.17410  14.20649     0.050     28587     20552      2196
  14.17377  14.20612     0.050     28568     20543      2193
  14.17344  14.20574     0.050     28543     20535      2196
  14.17311  14.20537     0.050     28579     20554      2196
  14.17278  14.20502     0.050     28566     20541      2196
  14.17245  14.20467     0.050     28558     20545      2196
  14.17212  14.20433     0.050     28597     20572      2199
  14.17179  14.20398     0.050     28637     20608      2201
  14.17146  14.20362     0.050     28660     20618      2206
  14.17113  14.20325     0.050     28603     20596      2202
  14.17080  14.20289     0.050     28637     20614      2204
  14.17047  14.20254     0.050     28634     20620      2205
  14.17014  14.20222     0.050     28627     20608      2202
  14.16981  14.20190     0.050     28586     20594      2201
  14.16948  14.20159     0.050     28636     20622      2210
  14.16915  14.20127     0.050     28627     20609      2208
  14.16882  14.20095     0.050     28621     20607      2208
  14.16849  14.20063     0.050     28647     20642      2208
  14.16816  14.20032     0.050     28609     20604      2206
  14.16783  14.20003     0.050     28616     20613      2206
  14.16750  14.19976     0.050     28624     20632      2210
  14.16717  14.19950     0.050     28609     20617      2209
  14.16684  14.19924     0.050     28615     20636      2209
  14.16651  14.19897     0.050     28619     20635      2213
  14.16618  14.19869     0.050     28617     20626      2209
  14.16585  14.19841     0.050     28633     20643      2210
  14.16552  14.19812     0.050     28580     20608      2208
  14.16519  14.19784     0.050     28627     20646      2212
  14.16486  14.19756     0.050     28610     20638      2208
  14.16453  14.19727     0.050     28622     20651      2212
  14.16420  14.19696     0.050     28582     20619      2211
  14.16387  14.19662     0.050     28613     20646      2214
  14.16354  14.19626     0.050     28604     20658      2213
  14.16321  14.19588     0.050     28588     20630      2213
  14.16288  14.19549     0.050     28594     20633      2214
  14.16255  14.19513     0.050     28561     20614      2211
  14.16222  14.19478     0.050     28603     20640      2216
  14.16189  14.19445     0.050     28625     20666      2217
  14.16156  14.19410     0.050     28563     20636      2212
  14.16123  14.19374     0.050     28562     20617      2213
  14.16090  14.19337     0.050     28598     20664      2219
  14.16057  14.19301     0.050     28571     20639      2212
  14.16024  14.19266     0.050     28566     20626      2214
  14.15991  14.19233     0.050     28580     20656      2216
  14.15958  14.19201     0.050     28616     20687      2221
  14.15925  14.19169     0.050     28569     20655      2216
  14.15892  14.19138     0.050     28570     20652      2217
  14.15859  14.19106     0.050     28566     20662      2219
  14.15826  14.19074     0.050     28569     20658      2219
  14.15793  14.19042     0.050     28532     20629      2215
  14.15760  14.19013     0.050     28550     20645      2218
  14.15727  14.18985     0.050     28571     20680      2220
  14.15694  14.18958     0.050     28538     20647      2218
  14.15661  14.18932     0.050     28544     20652      2219
  14.15628  14.18906     0.050     28540     20669      2220
  14.15595  14.18878     0.050     28510     20625      2220
  14.15562  14.18850     0.050     28448     20595      2213
  14.15529  14.18821     0.050     28436     20587      2213
  14.15496  14.18792     0.050     28426     20594      2212
  14.15463  14.18764     0.050     28421     20580      2211
  14.15430  14.18736     0.050     28443     20602      2216
  14.15397  14.18705     0.050     28450     20618      2217
  14.15364  14.18673     0.050     28443     20610      2217
  14.15331  14.18637     0.050     28503     20652      2223
  14.15298  14.18599     0.050     28522     20675      2225
  14.15265  14.18561     0.050     28549     20689      2227
  14.15232  14.18524     0.050     28538     20686      2225
  14.15199  14.18489     0.050     28545     20694      2224
  14.15166  14.18455     0.050     28555     20711      2232
  14.15133  14.18420     0.050     28541     20705      2227
  14.15100  14.18385     0.050     28527     20700      2229
  14.15067  14.18348     0.050     28547     20713      2232
  14.15034  14.18311     0.050     28507     20682      2225
  14.15001  14.18276     0.050     28530     20698      2231
  14.14968  14.18243     0.050     28525     20695      2229
  14.14935  14.18211     0.050     28515     20691      2229
  14.14902  14.18179     0.050     28513     20695      2232
  14.14869  14.18148     0.050     28539     20728      2231
  14.14836  14.18116     0.050     28515     20703      2230
  14.14803  14.18083     0.050     28519     20714      2231
  14.14770  14.18052     0.050     28530     20722      2233
  14.14737  14.18022     0.050     28526     20723      2232
  14.14704  14.17994     0.050     28477     20692      2231
  14.14671  14.17967     0.050     28499     20690      2231
  14.14638  14.17941     0.050     28512     20715      2233
  14.14605  14.17915     0.050     28527     20727      2238
  14.14572  14.17888     0.050     28491     20707      2232
  14.14539  14.17860     0.050     28496     20730      2235
  14.14506  14.17831     0.050     28524     20750      2236
  14.14473  14.17803     0.050     28482     20715      2237
  14.14440  14.17775     0.050     28464     20692      2233
  14.14407  14.17747     0.050     28518     20737      2239
  14.14374  14.17717     0.050     28486     20727      2238
  14.14341  14.17686     0.050     28445     20679      2233
  14.14308  14.17651     0.050     28492     20731      2239
  14.14275  14.17614     0.050     28490     20735      2236
  14.14242  14.17576     0.050     28501     20739      2239
  14.14209  14.17539     0.050     28490     20743      2240
  14.14176  14.17503     0.050     28494     20753      2241
  14.14143  14.17469     0.050     28481     20742      2242
  14.14110  14.17435     0.050     28468     20739      2240
  14.14077  14.17400     0.050     28461     20728      2238
  14.14044  14.17364     0.050     28472     20733      2241
  14.14011  14.17327     0.050     28493     20754      2242
  14.13978  14.17291     0.050     28482     20761      2244
  14.13945  14.17257     0.050     28496     20760      2245
  14.13912  14.17224     0.050     28458     20737      2245
  14.13879  14.17193     0.050     28464     20744      2244
  14.13846  14.17161     0.050     28483     20767      2248
  14.13813  14.17129     0.050     28441     20726      2243
  14.13780  14.17098     0.050     28450     20745      2244
  14.13747  14.17066     0.050     28482     20763      2247
  14.13714  14.17035     0.050     28443     20749      2244
  14.13681  14.17005     0.050     28433     20735      2243
  14.13648  14.16978     0.050     28457     20755      2247
  14.13615  14.16952     0.050     28444     20757      2250
  14.13582  14.16926     0.050     28434     20752      2244
  14.13549  14.16899     0.050     28442     20759      2248
  14.13516  14.16872     0.050     28441     20763      2250
  14.13483  14.16843     0.050     28438     20763      2249
  14.13450  14.16815     0.050     28454     20787      2252
  14.13417  14.16787     0.050     28429     20758      2246
  14.13384  14.16759     0.050     28424     20748      2249
  14.13351  14.16730     0.050     28416     20747      2247
  14.13318  14.16699     0.050     28464     20794      2254
  14.13285  14.16666     0.050     28444     20773      2252
  14.13252  14.16630     0.050     28416     20769      2251
  14.13219  14.16592     0.050     28425     20767      2252
  14.13186  14.16555     0.050     28484     20823      2255
  14.13153  14.16518     0.050     28422     20772      2250
  14.13120  14.16483     0.050     28401     20754      2252
  14.13087  14.16449     0.050     28453     20804      2259
  14.13054  14.16414     0.050     28422     20780      2253
  14.13021  14.16379     0.050     28402     20773      2253
  14.12988  14.16342     0.050     28407     20778      2254
  14.12955  14.16306     0.050     28421     20802      2258
  14.12922  14.16270     0.050     28400     20767      2253
  14.12889  14.16237     0.050     28405     20788      2256
  14.12856  14.16205     0.050     28441     20812      2262
  14.12823  14.16174     0.050     28429     20806      2263
  14.12790  14.16142     0.050     28406     20790      2256
  14.12757  14.16110     0.050     28414     20805      2260
  14.12724  14.16078     0.050     28417     20804      2259
  14.12691  14.16046     0.050     28385     20790      2257
  14.12658  14.16016     0.050     28436     20825      2263
  14.12625  14.15988     0.050     28409     20811      2263
  14.12592  14.15961     0.050     28373     20782      2260
  14.12559  14.15935     0.050     28396     20803      2261
  14.12526  14.15909     0.050     28431     20836      2265
  14.12493  14.15882     0.050     28383     20788      2262
  14.12460  14.15854     0.050     28338     20774      2256
  14.12427  14.15825     0.050     28436     20848      2264
  14.12394  14.15796     0.050     28377     20805      2263
  14.12361  14.15768     0.050     28349     20765      2256
  14.12328  14.15740     0.050     28389     20814      2266
  14.12295  14.15710     0.050     28395     20829      2265
  14.12262  14.15678     0.050     28378     20805      2266
  14.12229  14.15643     0.050     28352     20793      2265
  14.12196  14.15606     0.050     28396     20829      2268
  14.12163  14.15568     0.050     28341     20785      2262
  14.12130  14.15530     0.050     28335     20786      2263
  14.12097  14.15495     0.050     28386     20832      2269
  14.12064  14.15461     0.050     28342     20797      2266
  14.12031  14.15427     0.050     28308     20758      2263
  14.11998  14.15392     0.050     28340     20797      2264
  14.11965  14.15355     0.050     28374     20830      2269
  14.11932  14.15319     0.050     28320     20785      2263
  14.11899  14.15283     0.050     28321     20783      2265
  14.11866  14.15249     0.050     28398     20845      2271
  14.11833  14.15217     0.050     28371     20832      2269
  14.11800  14.15185     0.050     28307     20777      2265
  14.11767  14.15154     0.050     28357     20817      2268
  14.11734  14.15122     0.050     28370     20846      2270
  14.11701  14.15090     0.050     28288     20769      2265
  14.11668  14.15058     0.050     28318     20798      2268
  14.11635  14.15028     0.050     28319     20817      2269
  14.11602  14.14999     0.050     28314     20800      2268
  14.11569  14.14972     0.050     28288     20772      2265
  14.11536  14.14946     0.050     28324     20808      2272
  14.11503  14.14920     0.050     28319     20810      2271
  14.11470  14.14893     0.050     28291     20788      2269
  14.11437  14.14866     0.050     28341     20834      2277
  14.11404  14.14837     0.050     28300     20809      2272
  14.11371  14.14809     0.050     28303     20810      2275
  14.11338  14.14780     0.050     28275     20794      2269
  14.11305  14.14752     0.050     28314     20812      2272
  14.11272  14.14723     0.050     28267     20787      2270
  14.11239  14.14693     0.050     28247     20776      2267
  14.11206  14.14659     0.050     28335     20847      2280
  14.11173  14.14622     0.050     28256     20788      2270
  14.11140  14.14584     0.050     28255     20782      2274
  14.11107  14.14546     0.050     28269     20795      2275
  14.11074  14.14511     0.050     28304     20826      2276
  14.11041  14.14476     0.050     28250     20786      2274
  14.11008  14.14442     0.050     28278     20803      2276
  14.10975  14.14407     0.050     28293     20824      2279
  14.10942  14.14371     0.050     28247     20800      2275
  14.10909  14.14334     0.050     28186     20748      2269
  14.10876  14.14298     0.050     28209     20776      2271
  14.10843  14.14264     0.050     28202     20769      2272
  14.10810  14.14231     0.050     28156     20735      2269
  14.10777  14.14199     0.050     28137     20712      2267
  14.10744  14.14167     0.050     28187     20761      2272
  14.10711  14.14135     0.050     28144     20741      2271
  14.10678  14.14103     0.050     28139     20723      2268
  14.10645  14.14071     0.050     28210     20784      2273
  14.10612  14.14040     0.050     28211     20787      2274
  14.10579  14.14011     0.050     28231     20801      2277
  14.10546  14.13984     0.050     28280     20855      2281
  14.10513  14.13957     0.050     28264     20835      2282
  14.10480  14.13931     0.050     28243     20827      2282
  14.10447  14.13904     0.050     28269     20841      2282
  14.10414  14.13877     0.050     28308     20881      2288
  14.10381  14.13848     0.050     28232     20824      2280
  14.10348  14.13820     0.050     28264     20833      2283
  14.10315  14.13791     0.050     28248     20844      2285
  14.10282  14.13763     0.050     28288     20878      2287
  14.10249  14.13735     0.050     28223     20826      2287
  14.10216  14.13705     0.050     28236     20825      2283
  14.10183  14.13672     0.050     28227     20833      2283
  14.10150  14.13637     0.050     28218     20826      2284
  14.10117  14.13599     0.050     28233     20828      2284
  14.10084  14.13561     0.050     28228     20853      2287
  14.10051  14.13524     0.050     28190     20810      2283
  14.10018  14.13489     0.050     28212     20835      2286
  14.09985  14.13455     0.050     28199     20816      2284
  14.09952  14.13420     0.050     28190     20822      2287
  14.09919  14.13385     0.050     28188     20822      2288
  14.09886  14.13348     0.050     28248     20874      2291
  14.09853  14.13311     0.050     28187     20818      2283
  14.09820  14.13276     0.050     28210     20839      2290
  14.09787  14.13242     0.050     28243     20874      2293
  14.09754  14.13210     0.050     28229     20869      2293
  14.09721  14.13178     0.050     28185     20834      2286
  14.09688  14.13147     0.050     28180     20824      2288
  14.09655  14.13115     0.050     28208     20861      2291
  14.09622  14.13082     0.050     28220     20866      2291
  14.09589  14.13050     0.050     28175     20834      2291
  14.09556  14.13020     0.050     28172     20827      2290
  14.09523  14.12992     0.050     28194     20862      2292
  14.09490  14.12965     0.050     28224     20887      2295
  14.09457  14.12939     0.050     28173     20852      2293
  14.09424  14.12913     0.050     28219     20882      2299
  14.09391  14.12886     0.050     28211     20881      2298
  14.09358  14.12858     0.050     28168     20847      2292
  14.09325  14.12829     0.050     28180     20859      2296
  14.09292  14.12801     0.050     28193     20872      2293
  14.09259  14.12773     0.050     28142     20834      2295
  14.09226  14.12745     0.050     28189     20873      2299
  14.09193  14.12715     0.050     28187     20869      2296
  14.09160  14.12683     0.050     28154     20851      2297
  14.09127  14.12648     0.050     28144     20849      2296
  14.09094  14.12611     0.050     28143     20854      2294
  14.09061  14.12574     0.050     28131     20847      2296
  14.09028  14.12536     0.050     28102     20822      2294
  14.08995  14.12501     0.050     28120     20843      2296
  14.08962  14.12466     0.050     28147     20871      2298
  14.08929  14.12432     0.050     28128     20849      2298
  14.08896  14.12397     0.050     28101     20840      2295
  14.08863  14.12361     0.050     28142     20873      2299
  14.08830  14.12324     0.050     28159     20878      2298
  14.08797  14.12288     0.050     28122     20871      2300
  14.08764  14.12254     0.050     28136     20867      2300
  14.08731  14.12221     0.050     28144     20880      2302
  14.08698  14.12190     0.050     28150     20892      2304
  14.08665  14.12158     0.050     28095     20858      2301
  14.08632  14.12126     0.050     28095     20861      2298
  14.08599  14.12094     0.050     28096     20844      2301
  14.08566  14.12062     0.050     28078     20854      2300
  14.08533  14.12031     0.050     28082     20858      2299
  14.08500  14.12002     0.050     28102     20879      2305
  14.08467  14.11975     0.050     28096     20872      2303
  14.08434  14.11949     0.050     28107     20882      2306
  14.08401  14.11923     0.050     28104     20867      2303
  14.08368  14.11896     0.050     28093     20870      2303
  14.08335  14.11869     0.050     28120     20895      2307
  14.08302  14.11840     0.050     28128     20906      2308
  14.08269  14.11812     0.050     28081     20877      2304
  14.08236  14.11784     0.050     28064     20855      2304
  14.08203  14.11755     0.050     28083     20876      2308
  14.08170  14.11726     0.050     28027     20848      2304
  14.08137  14.11695     0.050     28029     20841      2303
  14.08104  14.11662     0.050     28082     20882      2310
  14.08071  14.11625     0.050     28067     20882      2307
  14.08038  14.11587     0.050     28056     20872      2308
  14.08005  14.11549     0.050     28083     20898      2311
  14.07972  14.11512     0.050     28099     20901      2312
  14.07939  14.11477     0.050     28093     20904      2312
  14.07906  14.11443     0.050     28065     20892      2308
  14.07873  14.11409     0.050     28008     20863      2309
  14.07840  14.11372     0.050     28041     20875      2309
  14.07807  14.11335     0.050     28040     20884      2312
  14.07774  14.11299     0.050     28020     20873      2309
  14.07741  14.11264     0.050     28019     20860      2308
  14.07708  14.11231     0.050     28030     20886      2311
  14.07675  14.11199     0.050     28026     20884      2311
  14.07642  14.11167     0.050     28066     20918      2314
  14.07609  14.11135     0.050     28067     20917      2315
  14.07576  14.11103     0.050     28067     20923      2318
  14.07543  14.11071     0.050     28054     20913      2316
  14.07510  14.11040     0.050     28094     20955      2319
  14.07477  14.11010     0.050     28070     20933      2319
  14.07444  14.10982     0.050     28045     20914      2317
  14.07411  14.10956     0.050     27976     20868      2311
  14.07378  14.10930     0.050     27977     20867      2314
  14.07345  14.10903     0.050     27988     20886      2316
  14.07312  14.10876     0.050     27976     20877      2312
  14.07279  14.10848     0.050     27984     20891      2312
  14.07246  14.10819     0.050     28019     20924      2318
  14.07213  14.10790     0.050     28001     20907      2322
  14.07180  14.10762     0.050     27988     20888      2318
  14.07147  14.10733     0.050     28008     20922      2319
  14.07114  14.10703     0.050     28043     20959      2321
  14.07081  14.10669     0.050     28058     20963      2327
  14.07048  14.10633     0.050     27963     20894      2320
  14.07015  14.10595     0.050     28000     20918      2321
  14.06982  14.10557     0.050     27989     20909      2321
  14.06949  14.10519     0.050     27961     20900      2319
  14.06916  14.10484     0.050     27939     20890      2320
  14.06883  14.10450     0.050     28016     20953      2325
  14.06850  14.10416     0.050     27989     20931      2325
  14.06817  14.10379     0.050     27963     20906      2321
  14.06784  14.10342     0.050     28011     20952      2328
  14.06751  14.10305     0.050     27997     20952      2326
  14.06718  14.10270     0.050     28022     20970      2328
  14.06685  14.10236     0.050     27997     20949      2328
  14.06652  14.10204     0.050     27975     20936      2327
  14.06619  14.10173     0.050     27964     20932      2325
