  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  12.82638  12.90161     0.050     15184     15279      2299
  12.82605  12.90129     0.050     15108     15209      2288
  12.82572  12.90097     0.050     15061     15170      2283
  12.82539  12.90066     0.050     15158     15257      2297
  12.82506  12.90035     0.050     15076     15178      2280
  12.82473  12.90005     0.050     15060     15176      2280
  12.82440  12.89978     0.050     15077     15183      2286
  12.82407  12.89952     0.050     15051     15169      2284
  12.82374  12.89926     0.050     15126     15244      2293
  12.82341  12.89899     0.050     15048     15161      2283
  12.82308  12.89872     0.050     15160     15275      2302
  12.82275  12.89844     0.050     15091     15223      2291
  12.82242  12.89815     0.050     15045     15167      2287
  12.82209  12.89787     0.050     15106     15239      2294
  12.82176  12.89759     0.050     15091     15221      2293
  12.82143  12.89730     0.050     15035     15167      2283
  12.82110  12.89700     0.050     15080     15215      2293
  12.82077  12.89667     0.050     15115     15266      2298
  12.82044  12.89631     0.050     14976     15114      2277
  12.82011  12.89593     0.050     15011     15150      2286
  12.81978  12.89556     0.050     15076     15219      2293
  12.81945  12.89519     0.050     15044     15182      2290
  12.81912  12.89485     0.050     14999     15132      2280
  12.81879  12.89451     0.050     15011     15155      2285
  12.81846  12.89416     0.050     15068     15217      2296
  12.81813  12.89380     0.050     14981     15126      2282
  12.81780  12.89343     0.050     14932     15085      2275
  12.81747  12.89307     0.050     15018     15173      2289
  12.81714  12.89272     0.050     15009     15168      2288
  12.81681  12.89239     0.050     14923     15085      2274
  12.81648  12.89206     0.050     15009     15165      2290
  12.81615  12.89175     0.050     15032     15196      2295
  12.81582  12.89143     0.050     14985     15153      2288
  12.81549  12.89111     0.050     14934     15105      2282
  12.81516  12.89079     0.050     15006     15179      2291
  12.81483  12.89047     0.050     14983     15169      2291
  12.81450  12.89017     0.050     14927     15103      2282
  12.81417  12.88989     0.050     15026     15196      2296
  12.81384  12.88963     0.050     14939     15117      2286
  12.81351  12.88937     0.050     14892     15070      2277
  12.81318  12.88911     0.050     14980     15152      2293
  12.81285  12.88884     0.050     14909     15089      2284
  12.81252  12.88856     0.050     14890     15078      2280
  12.81219  12.88827     0.050     14897     15079      2282
  12.81186  12.88799     0.050     15036     15221      2304
  12.81153  12.88771     0.050     14926     15126      2285
  12.81120  12.88742     0.050     14848     15038      2273
  12.81087  12.88713     0.050     14928     15122      2285
  12.81054  12.88681     0.050     14946     15143      2289
  12.81021  12.88647     0.050     14852     15047      2275
  12.80988  12.88610     0.050     14920     15116      2289
  12.80955  12.88572     0.050     14985     15190      2298
  12.80922  12.88534     0.050     14814     15023      2271
  12.80889  12.88499     0.050     14811     15012      2272
  12.80856  12.88464     0.050     14973     15177      2298
  12.80823  12.88430     0.050     14745     14954      2262
  12.80790  12.88396     0.050     14860     15073      2281
  12.80757  12.88359     0.050     14883     15092      2286
  12.80724  12.88322     0.050     14843     15054      2280
  12.80691  12.88286     0.050     14801     15022      2277
  12.80658  12.88252     0.050     14919     15127      2290
  12.80625  12.88219     0.050     14903     15113      2290
  12.80592  12.88187     0.050     14790     15006      2275
  12.80559  12.88155     0.050     14854     15071      2284
  12.80526  12.88123     0.050     14959     15179      2303
  12.80493  12.88091     0.050     14805     15033      2280
  12.80460  12.88059     0.050     14746     14969      2269
  12.80427  12.88028     0.050     14912     15146      2296
  12.80394  12.87999     0.050     14896     15127      2294
  12.80361  12.87972     0.050     14777     15007      2277
  12.80328  12.87946     0.050     14752     14984      2271
  12.80295  12.87920     0.050     14915     15152      2301
  12.80262  12.87893     0.050     14816     15055      2283
  12.80229  12.87866     0.050     14734     14977      2271
  12.80196  12.87837     0.050     14812     15061      2287
  12.80163  12.87809     0.050     14806     15048      2283
  12.80130  12.87780     0.050     14709     14942      2266
  12.80097  12.87752     0.050     14729     14972      2276
  12.80064  12.87724     0.050     14805     15044      2285
  12.80031  12.87693     0.050     14721     14960      2273
  12.79998  12.87659     0.050     14758     14998      2278
  12.79965  12.87623     0.050     14837     15083      2291
  12.79932  12.87585     0.050     14734     14985      2280
  12.79899  12.87548     0.050     14774     15029      2286
  12.79866  12.87511     0.050     14820     15078      2290
  12.79833  12.87477     0.050     14717     14984      2276
  12.79800  12.87443     0.050     14699     14955      2274
  12.79767  12.87408     0.050     14768     15025      2285
  12.79734  12.87373     0.050     14793     15056      2290
  12.79701  12.87335     0.050     14663     14932      2269
  12.79668  12.87299     0.050     14731     15009      2281
  12.79635  12.87265     0.050     14788     15051      2290
  12.79602  12.87232     0.050     14700     14966      2276
  12.79569  12.87200     0.050     14675     14952      2274
  12.79536  12.87168     0.050     14746     15020      2284
  12.79503  12.87137     0.050     14705     14978      2280
  12.79470  12.87105     0.050     14608     14883      2263
  12.79437  12.87073     0.050     14683     14953      2275
  12.79404  12.87041     0.050     14720     14997      2281
  12.79371  12.87012     0.050     14673     14947      2280
  12.79338  12.86984     0.050     14659     14948      2278
  12.79305  12.86957     0.050     14747     15029      2287
  12.79272  12.86931     0.050     14653     14936      2274
  12.79239  12.86905     0.050     14629     14918      2272
  12.79206  12.86878     0.050     14738     15027      2289
  12.79173  12.86850     0.050     14731     15026      2290
  12.79140  12.86821     0.050     14596     14895      2269
  12.79107  12.86793     0.050     14622     14921      2273
  12.79074  12.86765     0.050     14731     15035      2291
  12.79041  12.86736     0.050     14578     14879      2265
  12.79008  12.86707     0.050     14580     14884      2267
  12.78975  12.86674     0.050     14714     15007      2287
  12.78942  12.86639     0.050     14629     14932      2274
  12.78909  12.86602     0.050     14597     14896      2272
  12.78876  12.86564     0.050     14642     14954      2279
  12.78843  12.86527     0.050     14622     14930      2276
  12.78810  12.86492     0.050     14624     14938      2278
  12.78777  12.86458     0.050     14623     14934      2280
  12.78744  12.86423     0.050     14571     14888      2273
  12.78711  12.86387     0.050     14685     15007      2291
  12.78678  12.86351     0.050     14534     14854      2267
  12.78645  12.86314     0.050     14624     14947      2283
  12.78612  12.86278     0.050     14546     14869      2272
  12.78579  12.86245     0.050     14613     14933      2283
  12.78546  12.86213     0.050     14656     14989      2286
  12.78513  12.86181     0.050     14597     14919      2278
  12.78480  12.86149     0.050     14509     14836      2264
  12.78447  12.86117     0.050     14603     14937      2284
  12.78414  12.86085     0.050     14635     14977      2284
  12.78381  12.86053     0.050     14515     14841      2266
  12.78348  12.86023     0.050     14511     14849      2268
  12.78315  12.85995     0.050     14641     14975      2295
  12.78282  12.85968     0.050     14566     14913      2279
  12.78249  12.85942     0.050     14460     14812      2262
  12.78216  12.85916     0.050     14515     14873      2270
  12.78183  12.85889     0.050     14576     14925      2282
  12.78150  12.85861     0.050     14495     14836      2267
  12.78117  12.85833     0.050     14492     14840      2269
  12.78084  12.85804     0.050     14503     14860      2273
  12.78051  12.85775     0.050     14537     14891      2277
  12.78018  12.85747     0.050     14482     14848      2270
  12.77985  12.85719     0.050     14521     14878      2275
  12.77952  12.85687     0.050     14513     14882      2278
  12.77919  12.85653     0.050     14466     14825      2271
  12.77886  12.85616     0.050     14471     14838      2274
  12.77853  12.85578     0.050     14543     14905      2282
  12.77820  12.85540     0.050     14361     14735      2255
  12.77787  12.85504     0.050     14442     14811      2268
  12.77754  12.85471     0.050     14566     14941      2289
  12.77721  12.85436     0.050     14496     14879      2277
  12.77688  12.85400     0.050     14399     14782      2266
  12.77655  12.85364     0.050     14462     14839      2272
  12.77622  12.85328     0.050     14486     14868      2278
  12.77589  12.85292     0.050     14397     14784      2265
  12.77556  12.85257     0.050     14378     14754      2264
  12.77523  12.85224     0.050     14488     14877      2277
  12.77490  12.85192     0.050     14348     14732      2259
  12.77457  12.85160     0.050     14307     14697      2253
  12.77424  12.85129     0.050     14352     14746      2260
  12.77391  12.85097     0.050     14429     14812      2274
  12.77358  12.85065     0.050     14330     14723      2261
  12.77325  12.85034     0.050     14388     14787      2267
  12.77292  12.85004     0.050     14341     14749      2261
  12.77259  12.84977     0.050     14336     14746      2264
  12.77226  12.84951     0.050     14415     14819      2273
  12.77193  12.84925     0.050     14418     14819      2275
  12.77160  12.84899     0.050     14377     14788      2269
  12.77127  12.84871     0.050     14317     14724      2260
  12.77094  12.84843     0.050     14431     14842      2278
  12.77061  12.84814     0.050     14381     14791      2272
  12.77028  12.84786     0.050     14292     14708      2261
  12.76995  12.84758     0.050     14422     14841      2280
  12.76962  12.84729     0.050     14413     14842      2278
  12.76929  12.84699     0.050     14348     14768      2271
  12.76896  12.84666     0.050     14341     14764      2269
  12.76863  12.84630     0.050     14482     14913      2290
  12.76830  12.84592     0.050     14351     14784      2270
  12.76797  12.84555     0.050     14312     14739      2266
  12.76764  12.84518     0.050     14334     14758      2271
  12.76731  12.84484     0.050     14364     14804      2274
  12.76698  12.84450     0.050     14271     14703      2261
  12.76665  12.84415     0.050     14361     14801      2276
  12.76632  12.84380     0.050     14380     14822      2278
  12.76599  12.84343     0.050     14305     14750      2271
  12.76566  12.84306     0.050     14340     14794      2274
  12.76533  12.84271     0.050     14355     14802      2278
  12.76500  12.84237     0.050     14328     14773      2270
  12.76467  12.84205     0.050     14244     14694      2259
  12.76434  12.84174     0.050     14426     14883      2289
  12.76401  12.84142     0.050     14328     14791      2276
  12.76368  12.84110     0.050     14217     14680      2257
  12.76335  12.84078     0.050     14254     14716      2268
  12.76302  12.84047     0.050     14367     14831      2285
  12.76269  12.84017     0.050     14202     14664      2259
  12.76236  12.83989     0.050     14268     14733      2269
  12.76203  12.83962     0.050     14287     14756      2276
  12.76170  12.83936     0.050     14279     14749      2274
  12.76137  12.83910     0.050     14242     14713      2268
  12.76104  12.83882     0.050     14236     14712      2269
  12.76071  12.83854     0.050     14227     14704      2267
  12.76038  12.83826     0.050     14252     14729      2270
  12.76005  12.83798     0.050     14199     14676      2262
  12.75972  12.83769     0.050     14253     14747      2272
  12.75939  12.83741     0.050     14221     14704      2270
  12.75906  12.83712     0.050     14256     14730      2273
  12.75873  12.83680     0.050     14280     14770      2278
  12.75840  12.83645     0.050     14219     14702      2265
  12.75807  12.83607     0.050     14189     14671      2265
  12.75774  12.83570     0.050     14261     14759      2275
  12.75741  12.83533     0.050     14210     14701      2268
  12.75708  12.83498     0.050     14103     14606      2253
  12.75675  12.83464     0.050     14246     14737      2275
  12.75642  12.83430     0.050     14240     14734      2273
  12.75609  12.83394     0.050     14190     14689      2266
  12.75576  12.83357     0.050     14155     14654      2264
  12.75543  12.83320     0.050     14242     14751      2279
  12.75510  12.83284     0.050     14189     14703      2272
  12.75477  12.83250     0.050     14136     14644      2262
  12.75444  12.83218     0.050     14165     14662      2264
  12.75411  12.83187     0.050     14257     14764      2284
  12.75378  12.83155     0.050     14127     14643      2263
  12.75345  12.83122     0.050     14170     14689      2268
  12.75312  12.83090     0.050     14197     14718      2274
  12.75279  12.83058     0.050     14133     14650      2261
  12.75246  12.83028     0.050     14160     14675      2269
  12.75213  12.82999     0.050     14110     14636      2263
  12.75180  12.82972     0.050     14127     14652      2263
  12.75147  12.82946     0.050     14127     14654      2266
  12.75114  12.82920     0.050     14162     14690      2271
  12.75081  12.82893     0.050     14111     14641      2260
  12.75048  12.82865     0.050     14076     14627      2260
  12.75015  12.82837     0.050     14150     14681      2271
  12.74982  12.82808     0.050     14154     14684      2273
  12.74949  12.82780     0.050     14080     14615      2264
  12.74916  12.82751     0.050     14084     14624      2261
  12.74883  12.82722     0.050     14116     14657      2271
  12.74850  12.82691     0.050     14048     14599      2260
  12.74817  12.82657     0.050     14079     14620      2264
  12.74784  12.82621     0.050     14054     14605      2260
  12.74751  12.82582     0.050     14087     14647      2269
  12.74718  12.82544     0.050     14029     14576      2260
  12.74685  12.82509     0.050     14103     14650      2269
  12.74652  12.82474     0.050     14066     14626      2264
  12.74619  12.82440     0.050     14028     14586      2260
  12.74586  12.82405     0.050     14083     14649      2270
  12.74553  12.82369     0.050     14050     14615      2263
  12.74520  12.82332     0.050     13958     14527      2250
  12.74487  12.82296     0.050     13971     14549      2254
  12.74454  12.82261     0.050     14100     14670      2271
  12.74421  12.82228     0.050     14053     14629      2269
  12.74388  12.82196     0.050     13957     14531      2253
  12.74355  12.82165     0.050     13990     14567      2260
  12.74322  12.82133     0.050     14011     14578      2260
  12.74289  12.82101     0.050     13981     14555      2257
  12.74256  12.82069     0.050     13997     14569      2262
  12.74223  12.82038     0.050     14029     14607      2269
  12.74190  12.82008     0.050     14004     14587      2265
  12.74157  12.81981     0.050     13906     14495      2249
  12.74124  12.81955     0.050     13996     14583      2265
  12.74091  12.81929     0.050     13980     14572      2261
  12.74058  12.81902     0.050     13995     14592      2265
  12.74025  12.81874     0.050     13928     14524      2256
  12.73992  12.81846     0.050     13958     14558      2261
  12.73959  12.81818     0.050     13938     14531      2262
  12.73926  12.81789     0.050     13905     14505      2252
  12.73893  12.81761     0.050     13800     14400      2236
  12.73860  12.81733     0.050     13857     14447      2245
  12.73827  12.81703     0.050     13915     14517      2254
  12.73794  12.81670     0.050     13869     14479      2251
  12.73761  12.81635     0.050     13802     14417      2237
  12.73728  12.81597     0.050     13902     14516      2256
  12.73695  12.81559     0.050     13888     14498      2253
  12.73662  12.81523     0.050     13916     14528      2257
  12.73629  12.81488     0.050     13911     14528      2259
  12.73596  12.81454     0.050     13923     14541      2264
  12.73563  12.81419     0.050     13904     14533      2259
  12.73530  12.81384     0.050     13922     14538      2261
  12.73497  12.81347     0.050     13866     14494      2253
  12.73464  12.81311     0.050     13917     14542      2261
  12.73431  12.81276     0.050     13919     14557      2266
  12.73398  12.81242     0.050     13884     14524      2259
  12.73365  12.81210     0.050     13859     14496      2259
  12.73332  12.81178     0.050     13905     14542      2266
  12.73299  12.81146     0.050     13759     14399      2244
  12.73266  12.81114     0.050     13894     14536      2261
  12.73233  12.81082     0.050     13848     14483      2251
  12.73200  12.81050     0.050     13876     14525      2262
  12.73167  12.81019     0.050     13766     14405      2246
  12.73134  12.80991     0.050     13883     14533      2262
  12.73101  12.80964     0.050     13862     14514      2262
  12.73068  12.80938     0.050     13791     14444      2251
  12.73035  12.80912     0.050     13850     14504      2262
  12.73002  12.80885     0.050     13861     14522      2264
  12.72969  12.80857     0.050     13806     14459      2253
  12.72936  12.80829     0.050     13706     14361      2239
  12.72903  12.80800     0.050     13841     14501      2261
  12.72870  12.80773     0.050     13876     14540      2265
  12.72837  12.80744     0.050     13715     14367      2242
  12.72804  12.80715     0.050     13756     14418      2248
  12.72771  12.80683     0.050     13832     14507      2259
  12.72738  12.80648     0.050     13829     14494      2261
  12.72705  12.80611     0.050     13773     14443      2249
  12.72672  12.80573     0.050     13804     14467      2261
  12.72639  12.80536     0.050     13749     14429      2250
  12.72606  12.80500     0.050     13711     14392      2244
  12.72573  12.80466     0.050     13797     14475      2258
  12.72540  12.80432     0.050     13705     14383      2247
  12.72507  12.80397     0.050     13722     14394      2250
  12.72474  12.80360     0.050     13830     14517      2265
  12.72441  12.80324     0.050     13765     14460      2258
  12.72408  12.80287     0.050     13668     14363      2242
  12.72375  12.80253     0.050     13770     14459      2258
  12.72342  12.80220     0.050     13731     14414      2251
  12.72309  12.80189     0.050     13624     14320      2236
  12.72276  12.80157     0.050     13758     14450      2258
  12.72243  12.80125     0.050     13758     14457      2261
  12.72210  12.80093     0.050     13712     14413      2251
  12.72177  12.80060     0.050     13605     14304      2237
  12.72144  12.80029     0.050     13743     14437      2259
  12.72111  12.80000     0.050     13725     14422      2254
  12.72078  12.79973     0.050     13639     14342      2245
  12.72045  12.79947     0.050     13705     14406      2258
  12.72012  12.79921     0.050     13749     14459      2261
  12.71979  12.79894     0.050     13608     14324      2241
  12.71946  12.79866     0.050     13657     14372      2246
  12.71913  12.79837     0.050     13719     14435      2260
  12.71880  12.79808     0.050     13659     14362      2248
  12.71847  12.79780     0.050     13635     14350      2246
  12.71814  12.79752     0.050     13717     14443      2263
  12.71781  12.79723     0.050     13668     14383      2251
  12.71748  12.79692     0.050     13601     14313      2242
  12.71715  12.79658     0.050     13618     14334      2248
  12.71682  12.79622     0.050     13679     14399      2254
  12.71649  12.79583     0.050     13584     14308      2241
  12.71616  12.79546     0.050     13598     14321      2246
  12.71583  12.79510     0.050     13649     14371      2254
  12.71550  12.79475     0.050     13628     14364      2249
  12.71517  12.79441     0.050     13577     14301      2243
  12.71484  12.79407     0.050     13582     14319      2244
  12.71451  12.79371     0.050     13638     14374      2254
  12.71418  12.79334     0.050     13572     14303      2238
  12.71385  12.79298     0.050     13551     14285      2236
  12.71352  12.79262     0.050     13562     14294      2241
  12.71319  12.79230     0.050     13532     14268      2238
  12.71286  12.79198     0.050     13624     14359      2253
  12.71253  12.79166     0.050     13632     14374      2256
  12.71220  12.79135     0.050     13527     14266      2237
  12.71187  12.79102     0.050     13564     14305      2246
  12.71154  12.79070     0.050     13631     14383      2255
  12.71121  12.79039     0.050     13589     14330      2249
  12.71088  12.79009     0.050     13481     14230      2234
  12.71055  12.78982     0.050     13610     14356      2252
  12.71022  12.78955     0.050     13610     14364      2255
  12.70989  12.78929     0.050     13517     14265      2238
  12.70956  12.78903     0.050     13481     14228      2238
  12.70923  12.78876     0.050     13555     14307      2247
  12.70890  12.78848     0.050     13591     14346      2252
  12.70857  12.78819     0.050     13439     14192      2229
  12.70824  12.78790     0.050     13527     14287      2245
  12.70791  12.78762     0.050     13599     14365      2257
  12.70758  12.78734     0.050     13444     14214      2231
  12.70725  12.78704     0.050     13468     14234      2240
  12.70692  12.78672     0.050     13595     14365      2256
  12.70659  12.78636     0.050     13465     14233      2237
  12.70626  12.78598     0.050     13419     14175      2231
  12.70593  12.78560     0.050     13504     14285      2246
  12.70560  12.78523     0.050     13450     14219      2238
  12.70527  12.78488     0.050     13415     14176      2231
  12.70494  12.78455     0.050     13522     14298      2249
  12.70461  12.78420     0.050     13584     14368      2259
  12.70428  12.78384     0.050     13410     14186      2231
  12.70395  12.78348     0.050     13457     14240      2241
  12.70362  12.78311     0.050     13536     14326      2255
  12.70329  12.78275     0.050     13454     14237      2239
  12.70296  12.78242     0.050     13384     14167      2231
  12.70263  12.78210     0.050     13480     14259      2243
  12.70230  12.78178     0.050     13536     14323      2255
  12.70197  12.78146     0.050     13393     14180      2234
  12.70164  12.78114     0.050     13422     14209      2240
  12.70131  12.78082     0.050     13550     14342      2259
  12.70098  12.78050     0.050     13461     14252      2241
  12.70065  12.78020     0.050     13384     14170      2233
  12.70032  12.77991     0.050     13483     14280      2249
  12.69999  12.77964     0.050     13384     14184      2235
  12.69966  12.77938     0.050     13360     14157      2233
  12.69933  12.77912     0.050     13441     14250      2245
  12.69900  12.77885     0.050     13371     14170      2234
  12.69867  12.77857     0.050     13293     14093      2225
  12.69834  12.77829     0.050     13413     14228      2244
  12.69801  12.77800     0.050     13354     14162      2231
  12.69768  12.77772     0.050     13321     14129      2228
  12.69735  12.77744     0.050     13302     14107      2226
  12.69702  12.77715     0.050     13420     14242      2243
  12.69669  12.77683     0.050     13375     14186      2238
  12.69636  12.77648     0.050     13251     14057      2218
  12.69603  12.77611     0.050     13382     14195      2243
  12.69570  12.77573     0.050     13421     14241      2246
  12.69537  12.77535     0.050     13239     14049      2214
  12.69504  12.77500     0.050     13305     14120      2229
  12.69471  12.77466     0.050     13400     14224      2246
  12.69438  12.77431     0.050     13346     14169      2237
  12.69405  12.77396     0.050     13253     14076      2224
  12.69372  12.77360     0.050     13338     14168      2242
  12.69339  12.77323     0.050     13343     14177      2238
  12.69306  12.77287     0.050     13274     14104      2226
  12.69273  12.77252     0.050     13264     14095      2225
  12.69240  12.77219     0.050     13295     14129      2232
  12.69207  12.77187     0.050     13246     14074      2225
  12.69174  12.77155     0.050     13198     14036      2218
  12.69141  12.77123     0.050     13258     14097      2229
  12.69108  12.77091     0.050     13145     13969      2209
  12.69075  12.77059     0.050     13160     13990      2213
  12.69042  12.77028     0.050     13170     14010      2214
  12.69009  12.76999     0.050     13190     14035      2216
  12.68976  12.76972     0.050     13097     13928      2204
  12.68943  12.76945     0.050     13126     13962      2211
  12.68910  12.76919     0.050     13255     14095      2232
  12.68877  12.76892     0.050     13179     14027      2221
  12.68844  12.76865     0.050     13234     14085      2232
  12.68811  12.76836     0.050     13335     14192      2247
  12.68778  12.76808     0.050     13254     14097      2230
  12.68745  12.76780     0.050     13207     14060      2226
  12.68712  12.76752     0.050     13212     14067      2230
  12.68679  12.76723     0.050     13274     14137      2238
  12.68646  12.76692     0.050     13190     14050      2223
  12.68613  12.76658     0.050     13199     14062      2228
  12.68580  12.76621     0.050     13227     14090      2234
  12.68547  12.76583     0.050     13146     14014      2221
  12.68514  12.76546     0.050     13180     14048      2224
  12.68481  12.76510     0.050     13272     14138      2239
  12.68448  12.76475     0.050     13124     13984      2213
  12.68415  12.76441     0.050     13137     14007      2220
  12.68382  12.76406     0.050     13268     14137      2243
  12.68349  12.76370     0.050     13214     14078      2233
  12.68316  12.76333     0.050     13113     13976      2215
  12.68283  12.76297     0.050     13162     14035      2226
  12.68250  12.76262     0.050     13266     14153      2246
  12.68217  12.76229     0.050     13141     14005      2219
  12.68184  12.76197     0.050     13048     13920      2207
  12.68151  12.76166     0.050     13191     14078      2230
  12.68118  12.76134     0.050     13179     14067      2230
  12.68085  12.76102     0.050     13082     13956      2215
  12.68052  12.76070     0.050     13117     14001      2223
  12.68019  12.76038     0.050     13171     14050      2232
  12.67986  12.76009     0.050     13091     13977      2218
  12.67953  12.75981     0.050     13123     14012      2224
  12.67920  12.75955     0.050     13183     14056      2235
  12.67887  12.75929     0.050     13140     14025      2228
  12.67854  12.75902     0.050     13119     14008      2222
  12.67821  12.75875     0.050     13118     14004      2225
  12.67788  12.75846     0.050     13141     14038      2231
  12.67755  12.75817     0.050     13083     13983      2221
  12.67722  12.75789     0.050     13147     14045      2232
  12.67689  12.75762     0.050     13096     14002      2226
  12.67656  12.75733     0.050     13048     13946      2219
  12.67623  12.75703     0.050     13035     13930      2216
  12.67590  12.75670     0.050     13088     13990      2225
  12.67557  12.75634     0.050     13083     13980      2223
  12.67524  12.75597     0.050     13029     13932      2215
  12.67491  12.75559     0.050     13134     14044      2231
  12.67458  12.75522     0.050     13051     13957      2219
  12.67425  12.75487     0.050     13015     13920      2213
  12.67392  12.75453     0.050     13077     13985      2227
  12.67359  12.75419     0.050     13078     13982      2227
  12.67326  12.75383     0.050     13060     13976      2226
  12.67293  12.75347     0.050     13072     13990      2224
  12.67260  12.75309     0.050     13071     13991      2225
  12.67227  12.75274     0.050     13024     13942      2221
  12.67194  12.75240     0.050     12987     13916      2213
  12.67161  12.75208     0.050     13087     14007      2229
  12.67128  12.75177     0.050     13068     13997      2230
  12.67095  12.75145     0.050     12977     13906      2215
  12.67062  12.75113     0.050     13043     13972      2226
  12.67029  12.75080     0.050     13044     13971      2226
  12.66996  12.75048     0.050     12919     13844      2206
  12.66963  12.75018     0.050     12963     13882      2212
  12.66930  12.74990     0.050     13057     13996      2229
  12.66897  12.74963     0.050     12976     13907      2216
  12.66864  12.74937     0.050     12921     13849      2206
  12.66831  12.74911     0.050     13012     13939      2222
  12.66798  12.74884     0.050     13030     13967      2228
  12.66765  12.74856     0.050     12934     13867      2213
  12.66732  12.74827     0.050     12924     13864      2211
  12.66699  12.74799     0.050     13043     13987      2230
  12.66666  12.74770     0.050     12996     13937      2225
  12.66633  12.74742     0.050     12928     13861      2214
  12.66600  12.74713     0.050     12992     13936      2224
  12.66567  12.74681     0.050     12993     13947      2228
  12.66534  12.74646     0.050     12957     13894      2216
  12.66501  12.74609     0.050     12931     13883      2215
  12.66468  12.74571     0.050     12924     13877      2215
  12.66435  12.74533     0.050     12861     13815      2207
  12.66402  12.74497     0.050     12897     13845      2211
  12.66369  12.74463     0.050     12936     13893      2217
  12.66336  12.74428     0.050     12887     13838      2211
  12.66303  12.74393     0.050     12933     13887      2218
  12.66270  12.74357     0.050     12966     13928      2222
  12.66237  12.74319     0.050     12796     13740      2197
  12.66204  12.74283     0.050     12820     13779      2203
  12.66171  12.74249     0.050     12889     13848      2215
  12.66138  12.74216     0.050     12908     13873      2215
  12.66105  12.74185     0.050     12837     13803      2208
  12.66072  12.74153     0.050     12836     13798      2208
  12.66039  12.74121     0.050     12849     13820      2210
  12.66006  12.74089     0.050     12814     13788      2201
  12.65973  12.74057     0.050     12796     13771      2199
  12.65940  12.74026     0.050     12829     13797      2206
  12.65907  12.73997     0.050     12852     13837      2213
  12.65874  12.73970     0.050     12801     13773      2203
  12.65841  12.73944     0.050     12839     13811      2210
  12.65808  12.73917     0.050     12844     13825      2209
  12.65775  12.73891     0.050     12763     13739      2197
  12.65742  12.73863     0.050     12838     13809      2213
  12.65709  12.73834     0.050     12837     13827      2214
  12.65676  12.73805     0.050     12790     13779      2208
  12.65643  12.73777     0.050     12771     13755      2201
  12.65610  12.73750     0.050     12808     13799      2210
  12.65577  12.73721     0.050     12795     13782      2203
  12.65544  12.73689     0.050     12720     13705      2194
  12.65511  12.73655     0.050     12840     13834      2216
  12.65478  12.73619     0.050     12821     13810      2213
  12.65445  12.73581     0.050     12697     13688      2191
  12.65412  12.73543     0.050     12682     13669      2193
  12.65379  12.73507     0.050     12751     13748      2202
  12.65346  12.73474     0.050     12697     13689      2196
  12.65313  12.73439     0.050     12671     13675      2193
  12.65280  12.73404     0.050     12646     13648      2191
  12.65247  12.73368     0.050     12698     13695      2195
  12.65214  12.73331     0.050     12708     13720      2200
  12.65181  12.73295     0.050     12659     13666      2193
  12.65148  12.73260     0.050     12713     13719      2201
  12.65115  12.73227     0.050     12692     13700      2201
  12.65082  12.73195     0.050     12704     13712      2202
  12.65049  12.73163     0.050     12676     13683      2194
  12.65016  12.73131     0.050     12681     13691      2197
  12.64983  12.73099     0.050     12699     13726      2206
  12.64950  12.73067     0.050     12667     13680      2196
  12.64917  12.73036     0.050     12677     13699      2200
  12.64884  12.73007     0.050     12650     13669      2195
  12.64851  12.72979     0.050     12665     13702      2204
  12.64818  12.72952     0.050     12661     13691      2198
  12.64785  12.72926     0.050     12679     13702      2202
  12.64752  12.72900     0.050     12671     13705      2204
  12.64719  12.72872     0.050     12657     13697      2202
  12.64686  12.72844     0.050     12695     13736      2207
  12.64653  12.72815     0.050     12685     13716      2207
  12.64620  12.72787     0.050     12644     13687      2199
  12.64587  12.72759     0.050     12632     13668      2198
  12.64554  12.72730     0.050     12620     13661      2197
  12.64521  12.72700     0.050     12658     13695      2200
  12.64488  12.72667     0.050     12600     13634      2195
  12.64455  12.72631     0.050     12574     13606      2191
  12.64422  12.72593     0.050     12651     13689      2202
  12.64389  12.72555     0.050     12552     13596      2188
  12.64356  12.72519     0.050     12562     13590      2191
  12.64323  12.72484     0.050     12584     13619      2191
  12.64290  12.72449     0.050     12612     13666      2194
  12.64257  12.72415     0.050     12571     13619      2192
  12.64224  12.72379     0.050     12593     13642      2196
  12.64191  12.72342     0.050     12625     13678      2201
  12.64158  12.72306     0.050     12588     13639      2196
  12.64125  12.72270     0.050     12609     13673      2201
  12.64092  12.72237     0.050     12535     13590      2187
  12.64059  12.72205     0.050     12578     13641      2197
  12.64026  12.72173     0.050     12547     13597      2192
  12.63993  12.72141     0.050     12629     13689      2205
  12.63960  12.72109     0.050     12578     13640      2198
  12.63927  12.72077     0.050     12601     13677      2201
  12.63894  12.72045     0.050     12572     13637      2197
  12.63861  12.72015     0.050     12582     13651      2200
